"jenis_kelamin","umur","asal","penempatan","gaji","pendidikan","IPK","pengalaman","jenis_rekrut","id","status_rekrut"
"1","3","33","23","3","0",1.25,"2","1","6667","0"
"0","2","2","31","3","0",1.71,"4","2","6668","0"
"0","1","12","12","2","1",3.1,"2","1","6669","1"
"0","1","11","11","1","1",3.2,"1","1","6670","1"
"0","2","9","17","3","0",1.59,"2","2","6671","0"
"0","2","30","30","2","3",3.38,"3","2","6672","1"
"1","1","21","11","5","0",1.92,"4","1","6673","0"
"0","1","3","8","3","0",1.07,"5","2","6674","0"
"0","2","6","15","5","0",1.61,"4","1","6675","0"
"0","3","3","28","4","0",1.21,"5","2","6676","0"
"1","1","2","4","3","0",2.97,"4","2","6677","0"
"1","1","16","15","4","0",2.91,"5","2","6678","0"
"0","1","6","31","3","0",1.76,"5","1","6679","0"
"1","2","14","4","4","0",2.48,"0","1","6680","0"
"0","2","31","17","4","0",2.4,"1","1","6681","0"
"0","1","6","6","1","2",3.1,"0","1","6682","1"
"1","1","28","23","5","0",1.44,"1","2","6683","0"
"0","2","3","8","4","0",2.58,"3","1","6684","0"
"1","1","2","23","5","0",1.61,"4","2","6685","0"
"1","2","10","16","3","0",2.65,"2","2","6686","0"
"0","2","21","7","3","0",1.48,"4","1","6687","0"
"1","2","12","18","4","0",1.18,"2","1","6688","0"
"1","1","18","2","5","0",1.71,"1","2","6689","0"
"1","2","8","8","3","1",3.68,"2","2","6690","1"
"0","2","11","11","2","3",3.99,"3","2","6691","1"
"0","1","10","10","5","0",1.68,"3","2","6692","0"
"0","2","34","4","3","0",1.6,"0","2","6693","0"
"0","3","9","29","4","0",1.25,"2","1","6694","0"
"0","1","19","20","5","0",2.57,"5","1","6695","0"
"1","3","4","9","3","0",2.16,"1","1","6696","0"
"0","3","18","10","4","0",2.37,"2","2","6697","0"
"0","1","28","28","2","2",3.9,"0","1","6698","1"
"0","1","16","8","5","0",2.51,"3","1","6699","0"
"0","2","12","12","2","1",3.39,"3","2","6700","1"
"1","2","31","31","2","2",3.5,"0","1","6701","1"
"1","1","10","10","1","2",3.5,"1","1","6702","1"
"1","2","34","34","2","1",3.2,"0","1","6703","1"
"1","1","2","2","1","1",3.8,"2","1","6704","1"
"0","3","1","31","3","0",2.48,"3","2","6705","0"
"1","2","9","9","2","1",3.9,"2","1","6706","1"
"1","1","23","23","2","1",3.2,"2","1","6707","1"
"0","3","9","34","4","0",2.61,"2","1","6708","0"
"1","1","28","13","3","0",2.86,"0","1","6709","0"
"1","1","2","2","1","1",3.6,"1","1","6710","1"
"1","1","18","25","5","0",1.01,"0","2","6711","0"
"0","3","12","14","3","0",1.59,"4","1","6712","0"
"1","1","3","3","3","2",3.98,"2","2","6713","1"
"1","2","18","18","2","2",3.89,"3","2","6714","1"
"1","1","25","19","3","0",2.64,"5","1","6715","0"
"1","1","20","24","5","0",2.33,"1","1","6716","0"
"0","1","7","7","2","2",3.38,"4","2","6717","1"
"1","1","22","22","1","2",4.0,"2","1","6718","1"
"1","1","3","3","1","2",4.0,"1","1","6719","1"
"0","1","3","29","4","0",2.45,"2","1","6720","0"
"0","1","34","34","2","3",3.85,"3","2","6721","1"
"0","2","34","7","3","0",1.74,"2","2","6722","0"
"1","2","23","23","1","1",3.8,"2","1","6723","1"
"0","1","22","7","3","0",1.98,"2","2","6724","0"
"0","2","27","27","3","1",3.62,"3","2","6725","1"
"1","1","4","4","1","1",3.3,"0","1","6726","1"
"0","3","14","7","3","0",2.14,"0","1","6727","0"
"1","1","5","5","3","2",3.9,"2","2","6728","1"
"1","2","19","21","5","0",1.34,"5","2","6729","0"
"1","2","3","3","2","2",3.47,"2","2","6730","1"
"0","3","24","28","3","0",2.82,"0","1","6731","0"
"0","3","13","23","5","0",1.77,"3","2","6732","0"
"1","2","21","29","5","0",2.61,"4","1","6733","0"
"0","2","32","2","3","0",1.16,"1","2","6734","0"
"0","2","20","13","3","0",2.32,"3","1","6735","0"
"1","2","17","17","3","3",3.88,"2","2","6736","1"
"0","2","33","14","3","0",1.21,"3","2","6737","0"
"1","2","32","32","2","1",4.0,"1","1","6738","1"
"0","2","8","8","4","0",1.68,"1","1","6739","0"
"0","2","18","18","1","1",3.1,"0","1","6740","1"
"1","1","23","23","2","1",3.6,"2","1","6741","1"
"1","1","7","7","1","2",3.8,"0","1","6742","1"
"1","1","22","27","4","0",1.88,"0","2","6743","0"
"1","1","17","17","2","3",3.7,"3","2","6744","1"
"1","1","19","21","3","0",2.55,"0","2","6745","0"
"0","1","27","27","2","2",3.73,"4","2","6746","1"
"0","2","10","25","5","0",2.41,"1","1","6747","0"
"0","1","24","22","5","0",2.09,"5","2","6748","0"
"1","2","29","23","3","0",1.93,"5","2","6749","0"
"1","3","30","29","3","0",2.63,"2","1","6750","0"
"0","3","10","14","4","0",1.92,"2","1","6751","0"
"1","2","16","16","2","2",3.8,"2","1","6752","1"
"1","2","20","20","2","1",3.9,"1","1","6753","1"
"0","2","28","7","4","0",2.88,"0","1","6754","0"
"1","2","23","21","4","0",2.23,"5","1","6755","0"
"1","2","28","11","5","0",1.25,"4","2","6756","0"
"1","2","29","24","5","0",1.25,"3","1","6757","0"
"0","2","8","28","3","0",1.3,"1","2","6758","0"
"0","2","15","15","3","1",3.34,"2","2","6759","1"
"1","2","25","25","2","2",3.9,"0","1","6760","1"
"1","2","25","25","2","1",3.68,"3","2","6761","1"
"0","2","4","13","4","0",2.47,"1","2","6762","0"
"1","2","34","25","5","0",2.19,"5","1","6763","0"
"0","3","34","11","4","0",2.68,"3","1","6764","0"
"0","1","7","8","4","0",1.17,"0","2","6765","0"
"0","3","5","4","3","0",2.41,"2","1","6766","0"
"0","1","20","20","1","2",3.7,"2","1","6767","1"
"1","2","19","1","4","0",2.85,"0","2","6768","0"
"0","1","20","20","2","3",3.91,"4","2","6769","1"
"1","3","17","11","5","0",1.75,"4","2","6770","0"
"0","3","5","7","5","0",1.09,"3","2","6771","0"
"1","1","12","26","4","0",2.56,"4","2","6772","0"
"0","2","9","31","4","0",1.57,"3","2","6773","0"
"1","1","27","7","3","0",2.22,"1","1","6774","0"
"1","3","11","5","5","0",1.01,"2","2","6775","0"
"0","2","10","18","5","0",2.64,"0","1","6776","0"
"0","2","34","34","1","1",3.8,"0","1","6777","1"
"0","3","33","13","3","0",2.85,"2","1","6778","0"
"0","1","27","27","2","2",3.1,"2","1","6779","1"
"0","1","7","7","1","1",3.4,"1","1","6780","1"
"1","1","28","30","5","0",2.62,"0","1","6781","0"
"0","2","5","9","4","0",2.47,"2","2","6782","0"
"0","2","17","26","4","0",2.1,"0","2","6783","0"
"0","2","30","30","3","2",3.5,"4","2","6784","1"
"1","1","18","6","3","0",1.97,"2","1","6785","0"
"0","1","13","9","5","0",1.87,"1","1","6786","0"
"0","2","6","6","2","2",3.9,"0","1","6787","1"
"1","2","18","18","1","2",3.9,"0","1","6788","1"
"0","2","29","12","5","0",1.33,"0","2","6789","0"
"0","3","19","17","5","0",1.63,"3","2","6790","0"
"1","1","14","12","4","0",1.17,"0","2","6791","0"
"1","2","6","6","2","2",3.7,"0","1","6792","1"
"1","2","29","29","2","1",3.1,"2","1","6793","1"
"0","1","12","25","3","0",1.34,"3","2","6794","0"
"0","2","24","24","2","1",3.8,"2","1","6795","1"
"0","3","30","4","3","0",2.84,"1","2","6796","0"
"0","1","32","32","2","3",3.62,"2","2","6797","1"
"1","1","12","12","3","1",3.86,"3","2","6798","1"
"0","1","18","25","3","0",2.12,"1","2","6799","0"
"1","2","15","28","4","0",2.93,"0","1","6800","0"
"1","1","6","6","3","3",3.43,"4","2","6801","1"
"0","3","9","23","3","0",2.98,"3","1","6802","0"
"1","3","9","18","5","0",1.85,"2","2","6803","0"
"0","1","32","32","2","2",3.8,"2","1","6804","1"
"1","2","12","12","1","1",3.3,"1","1","6805","1"
"0","3","14","22","4","0",1.44,"2","2","6806","0"
"0","2","30","30","2","1",3.9,"0","1","6807","1"
"0","2","4","4","3","3",3.81,"4","2","6808","1"
"1","3","19","5","4","0",2.53,"3","1","6809","0"
"0","2","18","13","4","0",1.3,"1","1","6810","0"
"1","3","33","24","5","0",2.04,"5","2","6811","0"
"0","2","20","20","3","2",3.66,"3","2","6812","1"
"1","2","18","32","3","0",2.06,"1","2","6813","0"
"1","2","26","30","5","0",2.84,"4","2","6814","0"
"1","2","15","25","5","0",1.12,"1","1","6815","0"
"1","1","31","19","4","0",2.33,"2","2","6816","0"
"1","2","5","12","5","0",1.97,"0","2","6817","0"
"1","2","31","31","3","0",2.45,"4","1","6818","0"
"0","3","23","2","3","0",1.73,"3","1","6819","0"
"0","1","23","23","3","2",3.89,"2","2","6820","1"
"0","3","1","23","3","0",1.94,"0","1","6821","0"
"1","2","20","34","4","0",1.38,"0","1","6822","0"
"0","1","31","31","1","2",3.2,"2","1","6823","1"
"0","2","8","30","4","0",1.73,"4","2","6824","0"
"0","2","14","1","5","0",1.54,"0","2","6825","0"
"1","2","30","30","3","3",3.97,"4","2","6826","1"
"0","1","11","11","3","3",3.74,"4","2","6827","1"
"1","2","23","23","1","1",3.5,"2","1","6828","1"
"1","2","27","27","1","1",4.0,"1","1","6829","1"
"1","1","10","10","3","1",3.71,"2","2","6830","1"
"0","1","9","9","3","0",2.04,"3","1","6831","0"
"0","1","20","20","3","3",3.7,"3","2","6832","1"
"0","3","9","22","5","0",1.4,"2","1","6833","0"
"1","1","11","11","2","2",3.5,"0","1","6834","1"
"1","1","7","32","5","0",1.38,"0","1","6835","0"
"0","3","8","34","4","0",1.05,"2","1","6836","0"
"1","1","20","20","2","2",3.38,"2","2","6837","1"
"0","3","2","2","3","0",2.03,"0","1","6838","0"
"1","1","21","21","2","1",3.65,"3","2","6839","1"
"0","2","15","24","3","0",2.56,"0","1","6840","0"
"1","3","14","14","3","0",2.48,"3","2","6841","0"
"0","3","25","8","3","0",2.71,"0","2","6842","0"
"0","2","18","33","5","0",2.62,"1","2","6843","0"
"0","1","26","28","3","0",2.87,"0","2","6844","0"
"1","1","8","22","3","0",2.71,"0","2","6845","0"
"0","2","32","32","2","2",3.99,"4","2","6846","1"
"1","1","16","21","4","0",2.93,"2","1","6847","0"
"0","2","27","19","4","0",1.73,"5","2","6848","0"
"0","2","5","13","3","0",1.25,"1","1","6849","0"
"0","1","8","8","2","2",3.61,"2","2","6850","1"
"1","1","7","32","5","0",2.4,"3","2","6851","0"
"0","1","32","32","3","3",3.63,"3","2","6852","1"
"0","3","32","30","5","0",1.39,"3","1","6853","0"
"0","1","11","11","3","3",3.34,"3","2","6854","1"
"0","1","6","6","2","3",3.28,"3","2","6855","1"
"0","1","5","5","1","2",3.9,"0","1","6856","1"
"0","1","6","24","4","0",2.56,"0","1","6857","0"
"1","1","33","7","5","0",2.74,"5","2","6858","0"
"0","2","4","8","4","0",2.33,"4","2","6859","0"
"0","2","23","23","1","2",3.2,"2","1","6860","1"
"0","1","10","10","2","2",3.2,"0","1","6861","1"
"0","3","33","23","3","0",1.76,"4","2","6862","0"
"1","2","28","28","2","2",3.56,"2","2","6863","1"
"0","2","32","32","2","2",3.63,"2","2","6864","1"
"1","1","27","27","3","1",3.86,"2","2","6865","1"
"1","1","10","10","3","2",3.98,"4","2","6866","1"
"1","1","22","23","4","0",2.55,"5","1","6867","0"
"0","2","30","30","1","1",3.5,"1","1","6868","1"
"0","2","25","25","3","3",3.67,"2","2","6869","1"
"1","1","5","5","2","2",3.7,"1","1","6870","1"
"0","3","21","2","4","0",2.39,"2","2","6871","0"
"1","2","17","5","5","0",1.98,"5","2","6872","0"
"1","2","27","27","3","3",3.9,"3","2","6873","1"
"1","3","12","33","5","0",2.73,"0","1","6874","0"
"1","1","28","28","1","1",3.5,"0","1","6875","1"
"1","1","17","23","3","0",2.21,"4","2","6876","0"
"0","1","28","28","2","2",3.67,"2","2","6877","1"
"1","2","11","5","4","0",2.72,"0","1","6878","0"
"1","1","21","21","2","2",3.4,"1","1","6879","1"
"0","3","2","24","4","0",2.68,"0","1","6880","0"
"0","1","20","20","1","1",3.4,"0","1","6881","1"
"0","1","29","29","1","1",3.9,"0","1","6882","1"
"1","2","28","32","5","0",2.89,"4","1","6883","0"
"1","2","3","28","4","0",1.22,"2","1","6884","0"
"0","1","31","31","3","3",3.75,"2","2","6885","1"
"1","2","21","33","3","0",1.65,"2","1","6886","0"
"1","2","18","12","4","0",1.17,"4","1","6887","0"
"0","3","24","20","3","0",1.76,"2","2","6888","0"
"0","2","24","19","3","0",2.57,"0","1","6889","0"
"0","1","4","4","1","2",3.2,"1","1","6890","1"
"0","2","23","23","2","1",3.63,"4","2","6891","1"
"0","2","17","34","4","0",1.08,"5","1","6892","0"
"0","2","15","15","1","1",3.4,"1","1","6893","1"
"0","1","9","9","2","2",3.9,"1","1","6894","1"
"1","2","11","11","1","2",3.3,"0","1","6895","1"
"0","1","26","16","3","0",2.93,"2","2","6896","0"
"1","1","23","23","2","1",3.3,"2","1","6897","1"
"0","1","20","20","2","1",3.1,"1","1","6898","1"
"1","1","28","16","3","0",1.88,"4","1","6899","0"
"0","3","15","16","5","0",1.66,"4","2","6900","0"
"1","1","21","23","4","0",2.44,"2","2","6901","0"
"1","3","23","11","5","0",2.62,"5","2","6902","0"
"1","3","33","15","3","0",2.79,"1","1","6903","0"
"1","2","28","28","2","1",3.63,"3","2","6904","1"
"0","2","20","20","2","2",3.5,"3","2","6905","1"
"1","2","23","23","2","2",3.4,"2","1","6906","1"
"0","1","24","24","3","1",3.61,"3","2","6907","1"
"1","2","1","1","2","2",3.59,"3","2","6908","1"
"0","2","8","34","4","0",1.6,"0","1","6909","0"
"1","2","22","22","1","2",3.7,"2","1","6910","1"
"0","2","8","20","4","0",1.01,"1","1","6911","0"
"1","1","18","18","1","1",3.4,"0","1","6912","1"
"0","1","19","19","3","1",3.69,"2","2","6913","1"
"0","2","13","13","2","2",3.7,"2","1","6914","1"
"1","3","27","13","3","0",2.69,"5","1","6915","0"
"0","1","20","20","2","1",3.88,"2","2","6916","1"
"1","1","30","8","3","0",1.52,"5","2","6917","0"
"1","1","9","9","2","1",3.6,"1","1","6918","1"
"0","3","12","19","5","0",1.42,"5","1","6919","0"
"1","2","31","28","5","0",2.97,"0","1","6920","0"
"0","3","34","11","5","0",1.12,"5","1","6921","0"
"0","1","29","29","1","1",3.3,"1","1","6922","1"
"0","2","15","15","4","0",1.89,"3","1","6923","0"
"1","1","13","13","1","1",3.6,"0","1","6924","1"
"1","1","20","19","3","0",1.44,"1","2","6925","0"
"0","2","16","16","1","2",3.8,"0","1","6926","1"
"0","1","27","5","5","0",2.14,"3","1","6927","0"
"0","1","12","12","3","3",3.55,"4","2","6928","1"
"0","3","32","2","4","0",2.74,"3","2","6929","0"
"0","2","22","16","5","0",1.93,"0","2","6930","0"
"1","2","13","13","2","2",3.9,"1","1","6931","1"
"1","1","22","22","3","3",3.99,"2","2","6932","1"
"0","2","31","31","1","1",3.7,"2","1","6933","1"
"0","1","27","27","3","1",3.83,"2","2","6934","1"
"1","3","25","2","5","0",2.09,"3","2","6935","0"
"1","3","8","31","5","0",1.78,"3","2","6936","0"
"1","2","4","13","3","0",1.11,"2","1","6937","0"
"1","1","31","32","3","0",1.64,"0","1","6938","0"
"1","1","25","25","2","1",3.73,"4","2","6939","1"
"0","3","13","9","3","0",2.98,"2","2","6940","0"
"1","1","27","27","2","1",3.75,"4","2","6941","1"
"1","3","18","34","5","0",1.36,"5","2","6942","0"
"1","2","25","20","4","0",2.46,"5","2","6943","0"
"0","2","18","25","5","0",1.83,"5","2","6944","0"
"0","1","32","32","1","1",3.7,"1","1","6945","1"
"0","1","1","1","2","3",3.57,"3","2","6946","1"
"1","1","6","6","3","2",3.77,"3","2","6947","1"
"0","2","14","14","2","2",3.6,"2","1","6948","1"
"1","1","31","31","2","2",3.7,"1","1","6949","1"
"0","3","13","2","3","0",2.52,"0","1","6950","0"
"0","1","33","33","2","1",3.4,"2","1","6951","1"
"0","3","20","2","5","0",2.46,"5","2","6952","0"
"1","2","22","16","5","0",1.38,"2","2","6953","0"
"0","2","31","10","3","0",1.5,"4","1","6954","0"
"1","3","28","25","5","0",1.21,"1","2","6955","0"
"1","2","23","23","5","0",2.16,"3","2","6956","0"
"1","1","20","20","2","1",3.4,"2","1","6957","1"
"1","1","19","19","2","1",3.8,"2","1","6958","1"
"1","1","28","28","1","2",4.0,"2","1","6959","1"
"1","2","27","27","2","1",3.1,"1","1","6960","1"
"1","2","22","22","1","1",3.2,"0","1","6961","1"
"1","3","25","14","3","0",1.48,"0","1","6962","0"
"0","1","30","30","1","1",3.1,"2","1","6963","1"
"0","2","4","6","4","0",1.22,"4","2","6964","0"
"0","3","5","20","3","0",1.71,"0","2","6965","0"
"1","2","18","18","2","3",3.63,"2","2","6966","1"
"1","2","2","2","3","3",3.81,"2","2","6967","1"
"1","1","32","4","4","0",1.52,"1","2","6968","0"
"0","1","11","11","2","2",3.9,"1","1","6969","1"
"1","2","18","20","3","0",2.69,"0","1","6970","0"
"1","1","33","33","3","3",3.43,"4","2","6971","1"
"0","2","4","4","2","2",3.3,"1","1","6972","1"
"1","2","11","10","3","0",2.18,"0","1","6973","0"
"0","1","22","32","4","0",2.08,"0","1","6974","0"
"1","2","11","11","2","3",3.54,"4","2","6975","1"
"1","2","11","34","3","0",2.87,"1","2","6976","0"
"0","3","19","23","5","0",1.71,"4","2","6977","0"
"1","1","23","23","3","1",3.99,"4","2","6978","1"
"0","3","8","26","3","0",2.48,"2","1","6979","0"
"1","2","6","31","3","0",2.82,"2","2","6980","0"
"0","1","29","27","3","0",2.09,"3","2","6981","0"
"1","3","32","21","5","0",1.07,"5","1","6982","0"
"1","3","10","22","4","0",2.89,"5","1","6983","0"
"1","3","6","7","4","0",2.23,"3","2","6984","0"
"0","2","8","10","3","0",1.69,"5","1","6985","0"
"0","2","17","13","4","0",1.71,"0","1","6986","0"
"1","3","28","25","5","0",1.96,"4","2","6987","0"
"1","2","29","8","3","0",1.7,"1","2","6988","0"
"1","1","24","24","2","3",3.94,"4","2","6989","1"
"0","2","22","28","5","0",2.95,"2","1","6990","0"
"1","1","15","15","1","2",3.4,"0","1","6991","1"
"1","1","15","15","2","2",3.61,"4","2","6992","1"
"0","3","23","14","4","0",1.96,"0","2","6993","0"
"0","1","10","20","3","0",2.52,"5","2","6994","0"
"0","3","25","13","4","0",2.38,"0","1","6995","0"
"0","3","6","25","3","0",2.37,"2","2","6996","0"
"1","1","2","2","1","1",3.1,"1","1","6997","1"
"0","2","26","26","2","2",3.92,"3","2","6998","1"
"1","1","11","11","2","2",3.9,"1","1","6999","1"
"0","1","12","25","5","0",2.73,"1","1","7000","0"
"1","2","2","2","2","2",3.7,"1","1","7001","1"
"1","1","2","2","2","1",3.82,"4","2","7002","1"
"1","2","21","3","3","0",2.47,"5","1","7003","0"
"0","1","19","19","2","1",3.93,"4","2","7004","1"
"0","2","5","4","3","0",1.85,"1","1","7005","0"
"1","2","30","22","3","0",2.52,"5","2","7006","0"
"1","1","27","22","3","0",2.93,"5","2","7007","0"
"1","1","10","10","2","1",3.8,"2","1","7008","1"
"0","2","3","3","2","3",3.35,"3","2","7009","1"
"1","2","17","17","2","1",3.47,"2","2","7010","1"
"0","2","15","15","3","1",3.99,"2","2","7011","1"
"0","1","4","22","3","0",2.85,"0","2","7012","0"
"0","1","20","31","3","0",1.8,"3","2","7013","0"
"1","1","6","6","3","3",3.38,"4","2","7014","1"
"1","1","15","15","1","1",3.9,"2","1","7015","1"
"1","1","27","27","2","1",3.3,"1","1","7016","1"
"0","2","11","4","5","0",2.69,"2","1","7017","0"
"0","2","15","15","2","1",3.48,"3","2","7018","1"
"1","1","1","27","4","0",1.26,"5","1","7019","0"
"0","1","13","13","2","1",3.94,"4","2","7020","1"
"1","2","30","30","2","1",3.79,"3","2","7021","1"
"0","1","14","8","5","0",1.79,"3","1","7022","0"
"0","2","25","25","2","1",3.5,"2","1","7023","1"
"1","2","3","30","4","0",2.69,"0","1","7024","0"
"1","2","30","30","2","1",3.9,"0","1","7025","1"
"0","2","22","22","2","1",3.7,"2","1","7026","1"
"0","2","12","12","2","1",3.61,"2","2","7027","1"
"1","1","21","13","5","0",1.45,"2","2","7028","0"
"0","3","14","10","5","0",2.83,"1","2","7029","0"
"0","2","8","27","5","0",2.38,"3","2","7030","0"
"0","1","28","28","1","2",3.1,"0","1","7031","1"
"0","2","4","17","5","0",2.58,"2","2","7032","0"
"1","2","3","3","2","2",3.7,"2","1","7033","1"
"0","2","31","31","3","1",3.51,"4","2","7034","1"
"1","2","12","12","1","2",3.9,"2","1","7035","1"
"1","3","30","12","4","0",2.87,"2","2","7036","0"
"0","2","17","15","4","0",2.36,"5","2","7037","0"
"0","3","5","10","4","0",1.82,"0","2","7038","0"
"0","1","13","13","1","2",3.2,"2","1","7039","1"
"0","1","2","2","2","3",3.55,"2","2","7040","1"
"1","1","12","12","2","2",3.2,"0","1","7041","1"
"0","1","1","1","3","3",3.47,"3","2","7042","1"
"0","2","9","9","3","2",3.26,"4","2","7043","1"
"0","2","20","20","1","2",3.2,"2","1","7044","1"
"0","2","17","31","4","0",2.16,"4","2","7045","0"
"1","3","9","29","3","0",2.99,"1","1","7046","0"
"1","1","25","25","2","2",3.36,"3","2","7047","1"
"0","1","8","8","1","2",3.1,"2","1","7048","1"
"0","1","28","28","2","2",3.7,"0","1","7049","1"
"1","2","15","26","4","0",2.9,"3","1","7050","0"
"0","3","12","8","5","0",1.73,"0","1","7051","0"
"1","2","10","10","2","2",3.52,"3","2","7052","1"
"1","1","28","32","3","0",2.77,"2","1","7053","0"
"0","2","28","28","1","1",3.3,"1","1","7054","1"
"1","1","16","16","1","1",3.8,"0","1","7055","1"
"0","2","8","8","3","2",3.88,"2","2","7056","1"
"1","2","9","9","1","2",3.1,"2","1","7057","1"
"0","2","27","27","2","2",3.9,"0","1","7058","1"
"0","2","8","8","2","2",3.82,"4","2","7059","1"
"1","2","14","14","2","2",3.6,"0","1","7060","1"
"1","2","14","19","5","0",2.27,"0","2","7061","0"
"1","3","27","27","4","0",1.91,"4","1","7062","0"
"0","2","4","4","2","2",3.5,"2","1","7063","1"
"1","2","24","24","2","2",3.59,"2","2","7064","1"
"0","3","33","3","4","0",1.95,"1","1","7065","0"
"1","1","14","24","3","0",1.29,"2","1","7066","0"
"0","1","32","32","1","1",4.0,"0","1","7067","1"
"1","2","5","5","1","2",3.7,"1","1","7068","1"
"1","2","31","31","3","1",3.62,"4","2","7069","1"
"1","3","5","6","5","0",2.65,"0","2","7070","0"
"1","2","9","9","2","1",3.82,"2","2","7071","1"
"0","3","34","27","5","0",2.67,"1","2","7072","0"
"1","2","20","20","1","2",3.6,"2","1","7073","1"
"0","2","4","4","3","2",3.96,"3","2","7074","1"
"0","3","10","31","4","0",2.8,"5","2","7075","0"
"1","3","23","4","3","0",1.02,"1","1","7076","0"
"0","1","8","8","3","2",3.93,"3","2","7077","1"
"1","2","25","25","2","2",3.8,"2","1","7078","1"
"1","2","21","20","5","0",2.62,"0","1","7079","0"
"1","1","2","2","1","2",3.2,"0","1","7080","1"
"0","1","1","1","2","3",3.68,"3","2","7081","1"
"1","2","15","15","2","2",3.8,"2","1","7082","1"
"1","1","16","16","2","1",3.1,"0","1","7083","1"
"0","2","14","21","4","0",1.41,"2","2","7084","0"
"1","1","18","18","2","1",3.46,"3","2","7085","1"
"0","2","3","3","2","1",3.51,"4","2","7086","1"
"0","1","28","28","1","2",3.6,"2","1","7087","1"
"0","2","8","25","4","0",2.58,"4","1","7088","0"
"1","2","28","12","5","0",1.56,"3","1","7089","0"
"1","2","17","15","4","0",1.71,"1","2","7090","0"
"0","2","5","19","4","0",1.71,"5","1","7091","0"
"1","3","14","27","5","0",2.7,"1","2","7092","0"
"0","2","19","19","3","1",3.9,"3","2","7093","1"
"0","2","4","4","3","3",3.88,"3","2","7094","1"
"1","2","17","17","3","2",3.59,"2","2","7095","1"
"1","2","17","32","3","0",2.75,"2","1","7096","0"
"1","1","16","2","5","0",2.62,"5","2","7097","0"
"0","2","14","14","3","1",3.95,"3","2","7098","1"
"1","2","30","30","2","2",3.7,"1","1","7099","1"
"0","1","23","23","3","3",3.43,"2","2","7100","1"
"0","1","29","23","3","0",2.5,"5","2","7101","0"
"0","1","18","17","5","0",1.76,"3","2","7102","0"
"1","1","14","11","5","0",1.22,"4","2","7103","0"
"1","1","2","6","5","0",2.46,"5","2","7104","0"
"1","1","28","28","2","2",3.3,"0","1","7105","1"
"1","3","17","1","3","0",2.83,"2","1","7106","0"
"0","3","23","26","5","0",2.53,"3","2","7107","0"
"0","2","15","28","5","0",2.13,"1","1","7108","0"
"0","1","27","19","4","0",2.22,"3","1","7109","0"
"1","1","27","27","2","1",3.6,"4","2","7110","1"
"1","2","32","32","2","3",3.59,"4","2","7111","1"
"0","2","3","3","1","1",3.6,"1","1","7112","1"
"1","2","14","12","5","0",2.42,"4","2","7113","0"
"1","3","11","3","4","0",1.69,"5","2","7114","0"
"1","3","3","13","3","0",1.83,"3","2","7115","0"
"1","2","26","26","2","1",3.8,"2","1","7116","1"
"1","1","15","15","2","1",3.3,"0","1","7117","1"
"1","1","1","34","3","0",1.9,"0","1","7118","0"
"1","2","4","4","1","1",3.4,"2","1","7119","1"
"1","1","20","32","5","0",2.02,"4","2","7120","0"
"0","1","15","15","2","3",4.0,"4","2","7121","1"
"1","1","32","10","3","0",1.89,"4","1","7122","0"
"1","2","29","29","1","2",3.4,"1","1","7123","1"
"0","3","4","33","4","0",2.16,"5","2","7124","0"
"0","3","21","16","5","0",2.65,"3","2","7125","0"
"0","2","29","29","3","1",3.94,"4","2","7126","1"
"1","1","33","25","5","0",2.03,"4","2","7127","0"
"1","3","7","31","4","0",2.33,"5","1","7128","0"
"1","2","22","22","2","1",3.85,"2","2","7129","1"
"1","1","29","29","1","2",3.9,"2","1","7130","1"
"1","3","23","26","5","0",2.36,"1","1","7131","0"
"0","1","15","15","2","1",3.4,"0","1","7132","1"
"1","1","9","9","1","2",3.5,"1","1","7133","1"
"1","3","14","16","4","0",2.7,"5","2","7134","0"
"1","2","34","33","5","0",2.11,"2","1","7135","0"
"1","2","27","11","5","0",1.22,"5","2","7136","0"
"0","2","8","8","3","2",3.69,"3","2","7137","1"
"0","1","29","29","1","1",3.6,"2","1","7138","1"
"0","1","31","31","2","1",3.7,"2","1","7139","1"
"1","1","32","32","2","2",3.64,"3","2","7140","1"
"1","1","3","29","5","0",2.91,"3","2","7141","0"
"0","1","32","32","2","2",3.7,"2","1","7142","1"
"0","2","28","13","5","0",1.31,"1","2","7143","0"
"1","3","32","32","3","0",1.49,"1","2","7144","0"
"0","2","16","16","2","3",3.97,"2","2","7145","1"
"0","1","30","4","5","0",2.78,"4","2","7146","0"
"1","1","22","22","2","1",3.49,"4","2","7147","1"
"1","3","9","3","4","0",1.13,"1","2","7148","0"
"0","2","22","22","3","2",3.93,"3","2","7149","1"
"1","1","7","7","2","1",3.78,"2","2","7150","1"
"1","2","32","32","2","1",3.5,"2","1","7151","1"
"1","2","18","14","5","0",1.13,"3","2","7152","0"
"1","1","1","1","3","1",3.57,"4","2","7153","1"
"0","1","9","30","4","0",2.06,"1","1","7154","0"
"0","1","34","13","4","0",1.87,"0","1","7155","0"
"1","2","17","17","3","3",3.47,"3","2","7156","1"
"1","3","33","1","4","0",1.5,"5","2","7157","0"
"1","2","13","13","2","1",3.2,"2","1","7158","1"
"0","3","32","2","5","0",2.71,"3","2","7159","0"
"1","2","9","22","4","0",2.59,"1","2","7160","0"
"1","3","22","11","5","0",1.49,"5","2","7161","0"
"0","2","17","17","2","2",4.0,"0","1","7162","1"
"1","2","9","9","3","3",3.73,"3","2","7163","1"
